2025040100 , 00 , 80
2025040101 , 01 , 67
2025040102 , 02 , 50
2025040103 , 03 , 56
2025040104 , 04 , 53
2025040105 , 05 , 56
2025040106 , 06 , 47
2025040107 , 07 , 50
2025040108 , 08 , 65
2025040109 , 09 , 78
2025040110 , 10 , 85
2025040111 , 11 , 77
2025040112 , 12 , 68
2025040113 , 13 , 52
2025040114 , 14 , 35
2025040115 , 15 , 24
2025040116 , 16 , 22
2025040117 , 17 , 18
2025040118 , 18 , 21
2025040119 , 19 , 18
2025040120 , 20 , 32
2025040121 , 21 , 37
2025040122 , 22 , 53
2025040123 , 23 , 67
2025040200 , 00 , 68
2025040201 , 01 , 56
2025040202 , 02 , 56
2025040203 , 03 , 51
2025040204 , 04 , 49
2025040205 , 05 , 48
2025040206 , 06 , 64
2025040207 , 07 , 56
2025040208 , 08 , 58
2025040209 , 09 , 69
2025040210 , 10 , 68
2025040211 , 11 , 64
2025040212 , 12 , 60
2025040213 , 13 , 37
2025040214 , 14 , 26
2025040215 , 15 , 24
2025040216 , 16 , 20
2025040217 , 17 , 17
2025040218 , 18 , 18
2025040219 , 19 , 28
2025040220 , 20 , 41
2025040221 , 21 , 38
2025040222 , 22 , 70
2025040223 , 23 , 60
2025040300 , 00 , 70
2025040301 , 01 , 67
2025040302 , 02 , 67
2025040303 , 03 , 42
2025040304 , 04 , 36
2025040305 , 05 , 47
2025040306 , 06 , 42
2025040307 , 07 , 60
2025040308 , 08 , 81
2025040309 , 09 , 78
2025040310 , 10 , 62
2025040311 , 11 , 62
2025040312 , 12 , 57
2025040313 , 13 , 48
2025040314 , 14 , 18
2025040315 , 15 , 18
2025040316 , 16 , 15
2025040317 , 17 , 19
2025040318 , 18 , 11
2025040319 , 19 , 22
2025040320 , 20 , 43
2025040321 , 21 , 52
2025040322 , 22 , 66
2025040323 , 23 , 65
2025040400 , 00 , 55
2025040401 , 01 , 76
2025040402 , 02 , 58
2025040403 , 03 , 52
2025040404 , 04 , 31
2025040405 , 05 , 35
2025040406 , 06 , 53
2025040407 , 07 , 72
2025040408 , 08 , 54
2025040409 , 09 , 76
2025040410 , 10 , 69
2025040411 , 11 , 49
2025040412 , 12 , 54
2025040413 , 13 , 39
2025040414 , 14 , 33
2025040415 , 15 , 32
2025040416 , 16 , 15
2025040417 , 17 , 17
2025040418 , 18 , 23
2025040419 , 19 , 15
2025040420 , 20 , 38
2025040421 , 21 , 40
2025040422 , 22 , 57
2025040423 , 23 , 60
2025040500 , 00 , 70
2025040501 , 01 , 64
2025040502 , 02 , 55
2025040503 , 03 , 50
2025040504 , 04 , 60
2025040505 , 05 , 53
2025040506 , 06 , 59
2025040507 , 07 , 67
2025040508 , 08 , 62
2025040509 , 09 , 72
2025040510 , 10 , 66
2025040511 , 11 , 74
2025040512 , 12 , 69
2025040513 , 13 , 51
2025040514 , 14 , 31
2025040515 , 15 , 20
2025040516 , 16 , 30
2025040517 , 17 , 32
2025040518 , 18 , 30
2025040519 , 19 , 33
2025040520 , 20 , 43
2025040521 , 21 , 43
2025040522 , 22 , 67
2025040523 , 23 , 62
2025040600 , 00 , 65
2025040601 , 01 , 46
2025040602 , 02 , 48
2025040603 , 03 , 48
2025040604 , 04 , 47
2025040605 , 05 , 55
2025040606 , 06 , 58
2025040607 , 07 , 81
2025040608 , 08 , 67
2025040609 , 09 , 88
2025040610 , 10 , 81
2025040611 , 11 , 66
2025040612 , 12 , 79
2025040613 , 13 , 56
2025040614 , 14 , 40
2025040615 , 15 , 28
2025040616 , 16 , 18
2025040617 , 17 , 21
2025040618 , 18 , 20
2025040619 , 19 , 32
2025040620 , 20 , 34
2025040621 , 21 , 41
2025040622 , 22 , 47
2025040623 , 23 , 59
2025040700 , 00 , 72
2025040701 , 01 , 74
